1,B.B.K.K.B.K.K.,3,3,0,0
2,B.B.K.K.B.K.K.,5,5,0,0
3,B.B.K.K.B.K.K.,10,10,0,0
4,B.B.K.K.B.K.K.,12,12.4,0,0
5,B.B.K.K.B.K.K.,13+,13.7,0,0
6,Reach for the Stars,3,3,0,0
7,Reach for the Stars,6,6,0,0
8,Reach for the Stars,9+,9.5,0,0
9,Reach for the Stars,13,13.1,0,0
10,初音ミクの消失,5,5,0,0
11,初音ミクの消失,8,8,0,0
12,初音ミクの消失,12,12,0,0
13,初音ミクの消失,14+,14.5,0,0
14,DRAGONLADY,4,4,0,0
15,DRAGONLADY,6,6,0,0
16,DRAGONLADY,11+,11.5,0,0
17,DRAGONLADY,14,14.2,0,0
18,taboo tears you up,3,3,0,0
19,taboo tears you up,6,6,0,0
20,taboo tears you up,9+,9.5,0,0
21,taboo tears you up,13+,13.8,0,0
22,ナイト・オブ・ナイツ,3,3,0,0
23,ナイト・オブ・ナイツ,6,6,0,0
24,ナイト・オブ・ナイツ,9,9,0,0
25,ナイト・オブ・ナイツ,12,12.2,0,0
26,一触即発☆禅ガール,3,3,0,0
27,一触即発☆禅ガール,6,6,0,0
28,一触即発☆禅ガール,9+,9.5,0,0
29,一触即発☆禅ガール,13,13,0,0
30,ドーナツホール,2,2,0,0
31,ドーナツホール,5,5,0,0
32,ドーナツホール,9+,9.5,0,0
33,ドーナツホール,13,13.4,0,0
34,タイガーランペイジ,3,3,0,0
35,タイガーランペイジ,6,6,0,0
36,タイガーランペイジ,9+,9.5,0,0
37,タイガーランペイジ,13+,13.7,0,0
38,Blue Noise,2,2,0,0
39,Blue Noise,4,4,0,0
40,Blue Noise,10,10.1,0,0
41,Blue Noise,14+,14.5,0,0
42,Lapis,3,3,0,0
43,Lapis,6,6,0,0
44,Lapis,9+,9.5,0,0
45,Lapis,13,13.1,0,0
46,天ノ弱,2,2,0,0
47,天ノ弱,5,5,0,0
48,天ノ弱,8,8,0,0
49,天ノ弱,11,11.1,0,0
50,sweet little sister,3,3,0,0
51,sweet little sister,5,5,0,0
52,sweet little sister,9+,9.5,0,0
53,sweet little sister,11+,11.7,0,0
54,L9,4,4,0,0
55,L9,6,6,0,0
56,L9,9+,9.5,0,0
57,L9,13+,13.6,0,0
58,Bad Apple!! feat.nomico,1,1,0,0
59,Bad Apple!! feat.nomico,5,5,0,0
60,Bad Apple!! feat.nomico,8,8,0,0
61,Bad Apple!! feat.nomico,11+,11.5,0,0
62,六兆年と一夜物語,3,3,0,0
63,六兆年と一夜物語,5,5,0,0
64,六兆年と一夜物語,9+,9.5,0,0
65,六兆年と一夜物語,13,13.4,0,0
66,六兆年と一夜物語,14,14.1,0,0
67,Unlimited Spark!,3,3,0,0
68,Unlimited Spark!,5,5,0,0
69,Unlimited Spark!,9+,9.5,0,0
70,Unlimited Spark!,12,12,0,0
71,エピクロスの虹はもう見えない,2,2,0,0
72,エピクロスの虹はもう見えない,4,4,0,0
73,エピクロスの虹はもう見えない,8,8,0,0
74,エピクロスの虹はもう見えない,11,11,0,0
75,Sinfonie Nr. 9 d-moll op. 125,1,1,0,0
76,Sinfonie Nr. 9 d-moll op. 125,1,1,0,0
77,Sinfonie Nr. 9 d-moll op. 125,1,1,0,0
78,Sinfonie Nr. 9 d-moll op. 125,1,1,0,0
79,My First Phone,2,2,0,0
80,My First Phone,4,4,0,0
81,My First Phone,10,10,0,0
82,My First Phone,14,14,0,0
83,Cyberozar,4,4,0,0
84,Cyberozar,7+,7.5,0,0
85,Cyberozar,11,11.1,0,0
86,Cyberozar,14,14.2,0,0
87,Teriqma,2,2,0,0
88,Teriqma,5,5,0,0
89,Teriqma,10,10,0,0
90,Teriqma,13,13,0,0
91,Invitation,3,3,0,0
92,Invitation,6,6,0,0
93,Invitation,8,8,0,0
94,Invitation,11+,11.8,0,0
95,GOLDEN RULE,4,4,0,0
96,GOLDEN RULE,7,7,0,0
97,GOLDEN RULE,11+,11.5,0,0
98,GOLDEN RULE,14+,14.6,0,0
99,名も無い鳥,3,3,0,0
100,名も無い鳥,6,6,0,0
101,名も無い鳥,9+,9.5,0,0
102,名も無い鳥,13,13.4,0,0
103,Gate of Fate,6,6,0,0
104,Gate of Fate,9,9,0,0
105,Gate of Fate,12+,12.6,0,0
106,Gate of Fate,14,14.4,0,0
107,今ぞ♡崇め奉れ☆オマエらよ！！～姫の秘メタル渇望～,3,3,0,0
108,今ぞ♡崇め奉れ☆オマエらよ！！～姫の秘メタル渇望～,6,6,0,0
109,今ぞ♡崇め奉れ☆オマエらよ！！～姫の秘メタル渇望～,9+,9.5,0,0
110,今ぞ♡崇め奉れ☆オマエらよ！！～姫の秘メタル渇望～,14,14,0,0
111,Anemone,2,2,0,0
112,Anemone,5,5,0,0
113,Anemone,9+,9.5,0,0
114,Anemone,11,11.1,0,0
115,明るい未来,4,4,0,0
116,明るい未来,6,6,0,0
117,明るい未来,9+,9.5,0,0
118,明るい未来,12+,12.8,0,0
119,昵懇レファレンス,3,3,0,0
120,昵懇レファレンス,5,5,0,0
121,昵懇レファレンス,9,9,0,0
122,昵懇レファレンス,11+,11.5,0,0
123,乗り切れ受験ウォーズ,2,2,0,0
124,乗り切れ受験ウォーズ,5,5,0,0
125,乗り切れ受験ウォーズ,8+,8.5,0,0
126,乗り切れ受験ウォーズ,11+,11.5,0,0
127,The wheel to the right,4,4,0,0
128,The wheel to the right,9+,9.5,0,0
129,The wheel to the right,11+,11.9,0,0
130,The wheel to the right,14,14.4,0,0
131,STAR,3,3,0,0
132,STAR,5,5,0,0
133,STAR,9+,9.5,0,0
134,STAR,13,13.1,0,0
135,Infantoon Fantasy,5,5,0,0
136,Infantoon Fantasy,7,7,0,0
137,Infantoon Fantasy,9+,9.5,0,0
138,Infantoon Fantasy,13,13,0,0
139,Infantoon Fantasy,14,14.2,0,0
140,Genesis,3,3,0,0
141,Genesis,5,5,0,0
142,Genesis,10,10,0,0
143,Genesis,14+,14.5,0,0
144,MUSIC PЯAYER,3,3,0,0
145,MUSIC PЯAYER,6,6,0,0
146,MUSIC PЯAYER,10,10.4,0,0
147,MUSIC PЯAYER,14,14,0,0
148,リリーシア,2,2,0,0
149,リリーシア,5,5,0,0
150,リリーシア,8+,8.5,0,0
151,リリーシア,11,11,0,0
152,リリーシア,12+,12.6,0,0
153,Counselor,3,3,0,0
154,Counselor,6,6,0,0
155,Counselor,9+,9.5,0,0
156,Counselor,12,12.3,0,0
157,luna blu,3,3,0,0
158,luna blu,9,9,0,0
159,luna blu,13,13,0,0
160,luna blu,14+,14.5,0,0
161,ケモノガル,4,4,0,0
162,ケモノガル,6,6,0,0
163,ケモノガル,9+,9.5,0,0
164,ケモノガル,13+,13.8,0,0
165,ＧＯ！ＧＯ！ラブリズム♥,3,3,0,0
166,ＧＯ！ＧＯ！ラブリズム♥,5,5,0,0
167,ＧＯ！ＧＯ！ラブリズム♥,9+,9.5,0,0
168,ＧＯ！ＧＯ！ラブリズム♥,11+,11.8,0,0
169,Grab your sword,3,3,0,0
170,Grab your sword,6,6,0,0
171,Grab your sword,8,8,0,0
172,Grab your sword,10,10.4,0,0
173,Sinfonie Nr. 9 d-moll op. 125 (Master),1,1,0,0
174,Sinfonie Nr. 9 d-moll op. 125 (Master),1,1,0,0
175,Sinfonie Nr. 9 d-moll op. 125 (Master),1,1,0,0
176,Sinfonie Nr. 9 d-moll op. 125 (Master),1,1,0,0
177,Memories of Sun and Moon,4,4,0,0
178,Memories of Sun and Moon,6,6,0,0
179,Memories of Sun and Moon,8,8,0,0
180,Memories of Sun and Moon,13+,13.5,0,0
181,ロストワンの号哭,3,3,0,0
182,ロストワンの号哭,6,6,0,0
183,ロストワンの号哭,9,9,0,0
184,ロストワンの号哭,13,13,0,0
185,The Concept of Love,3,3,0,0
186,The Concept of Love,6,6,0,0
187,The Concept of Love,10+,10.7,0,0
188,The Concept of Love,13,13.2,0,0
189,JET,2,2,0,0
190,JET,5,5,0,0
191,JET,8,8,0,0
192,JET,12,12.3,0,0
193,JET,13+,13.5,0,0
194,L'épisode,4,4,0,0
195,L'épisode,7+,7.5,0,0
196,L'épisode,12,12.4,0,0
197,L'épisode,14+,14.7,0,0
198,Yet Another ”drizzly rain”,3,3,0,0
199,Yet Another ”drizzly rain”,5,5,0,0
200,Yet Another ”drizzly rain”,9+,9.5,0,0
201,Yet Another ”drizzly rain”,12,12.2,0,0
202,最終鬼畜妹・一部声,3,3,0,0
203,最終鬼畜妹・一部声,7,7,0,0
204,最終鬼畜妹・一部声,10,10.2,0,0
205,最終鬼畜妹・一部声,14,14,0,0
206,蒼空に舞え、墨染の桜,3,3,0,0
207,蒼空に舞え、墨染の桜,5,5,0,0
208,蒼空に舞え、墨染の桜,8+,8.5,0,0
209,蒼空に舞え、墨染の桜,12+,12.9,0,0
210,セツナトリップ,2,2,0,0
211,セツナトリップ,5,5,0,0
212,セツナトリップ,8,8,0,0
213,セツナトリップ,13+,13.8,0,0
214,砂漠のハンティングガール♡,3,3,0,0
215,砂漠のハンティングガール♡,5,5,0,0
216,砂漠のハンティングガール♡,9,9,0,0
217,砂漠のハンティングガール♡,12+,12.7,0,0
218,チルノのパーフェクトさんすう教室,3,3,0,0
219,チルノのパーフェクトさんすう教室,5,5,0,0
220,チルノのパーフェクトさんすう教室,8,8,0,0
221,チルノのパーフェクトさんすう教室,12+,12.5,0,0
222,"Help me, ERINNNNNN!!",3,3,0,0
223,"Help me, ERINNNNNN!!",5,5,0,0
224,"Help me, ERINNNNNN!!",8,8,0,0
225,"Help me, ERINNNNNN!!",10+,10.9,0,0
226,魔理沙は大変なものを盗んでいきました,3,3,0,0
227,魔理沙は大変なものを盗んでいきました,6,6,0,0
228,魔理沙は大変なものを盗んでいきました,8,8,0,0
229,魔理沙は大変なものを盗んでいきました,12,12.3,0,0
230,言ノ葉カルマ,3,3,0,0
231,言ノ葉カルマ,7,7,0,0
232,言ノ葉カルマ,9+,9.5,0,0
233,言ノ葉カルマ,12+,12.6,0,0
234,After the rain,2,2,0,0
235,After the rain,5,5,0,0
236,After the rain,8,8,0,0
237,After the rain,12,12,0,0
238,Tango Rouge,3,3,0,0
239,Tango Rouge,7+,7.5,0,0
240,Tango Rouge,12,12.2,0,0
241,Tango Rouge,14,14.4,0,0
242,Tuning Rangers,3,3,0,0
243,Tuning Rangers,5,5,0,0
244,Tuning Rangers,9+,9.5,0,0
245,Tuning Rangers,13+,13.7,0,0
246,エンドマークに希望と涙を添えて,4,4,0,0
247,エンドマークに希望と涙を添えて,7,7,0,0
248,エンドマークに希望と涙を添えて,11+,11.8,0,0
249,エンドマークに希望と涙を添えて,14+,14.8,0,0
250,とーきょー全域★アキハバラ？,3,3,0,0
251,とーきょー全域★アキハバラ？,7,7,0,0
252,とーきょー全域★アキハバラ？,10,10.2,0,0
253,とーきょー全域★アキハバラ？,13,13.2,0,0
254,overcome,2,2,0,0
255,overcome,4,4,0,0
256,overcome,8+,8.5,0,0
257,overcome,11,11,0,0
258,宛城、炎上！！,5,5,0,0
259,宛城、炎上！！,9+,9.5,0,0
260,宛城、炎上！！,12+,12.6,0,0
261,宛城、炎上！！,14+,14.8,0,0
262,We Gonna Journey,3,3,0,0
263,We Gonna Journey,6,6,0,0
264,We Gonna Journey,11,11.1,0,0
265,We Gonna Journey,14,14.2,0,0
266,We Gonna Journey,14+,14.8,0,0
267,The ether,3,3,0,0
268,The ether,5,5,0,0
269,The ether,11+,11.5,0,0
270,The ether,13,13,0,0
271,ストリーミングハート,3,3,0,0
272,ストリーミングハート,6,6,0,0
273,ストリーミングハート,8,8,0,0
274,ストリーミングハート,11+,11.7,0,0
275,Sweet Devil,2,2,0,0
276,Sweet Devil,4,4,0,0
277,Sweet Devil,9,9,0,0
278,Sweet Devil,12+,12.9,0,0
279,Dreaming,2,2,0,0
280,Dreaming,5,5,0,0
281,Dreaming,8,8,0,0
282,Dreaming,11+,11.7,0,0
283,M.S.S.Planet,2,2,0,0
284,M.S.S.Planet,5,5,0,0
285,M.S.S.Planet,8,8,0,0
286,M.S.S.Planet,12,12.3,0,0
287,腐れ外道とチョコレゐト,3,3,0,0
288,腐れ外道とチョコレゐト,6,6,0,0
289,腐れ外道とチョコレゐト,9+,9.5,0,0
290,腐れ外道とチョコレゐト,13+,13.5,0,0
291,腐れ外道とチョコレゐト,14+,14.7,0,0
292,アウターサイエンス,3,3,0,0
293,アウターサイエンス,6,6,0,0
294,アウターサイエンス,9,9,0,0
295,アウターサイエンス,12+,12.8,0,0
296,四次元跳躍機関,2,2,0,0
297,四次元跳躍機関,5,5,0,0
298,四次元跳躍機関,8,8,0,0
299,四次元跳躍機関,13+,13.8,0,0
300,東方妖々夢 ～the maximum moving about～,3,3,0,0
301,東方妖々夢 ～the maximum moving about～,6,6,0,0
302,東方妖々夢 ～the maximum moving about～,9+,9.5,0,0
303,東方妖々夢 ～the maximum moving about～,14,14,0,0
304,少女幻葬戦慄曲　～　Necro Fantasia,3,3,0,0
305,少女幻葬戦慄曲　～　Necro Fantasia,6,6,0,0
306,少女幻葬戦慄曲　～　Necro Fantasia,9+,9.5,0,0
307,少女幻葬戦慄曲　～　Necro Fantasia,13+,13.8,0,0
308,橙の幻想郷音頭,1,1,0,0
309,橙の幻想郷音頭,4,4,0,0
310,橙の幻想郷音頭,8,8,0,0
311,橙の幻想郷音頭,10+,10.7,0,0
312,The Formula,4,4,0,0
313,The Formula,6,6,0,0
314,The Formula,9+,9.5,0,0
315,The Formula,13+,13.7,0,0
316,チルドレンレコード,3,3,0,0
317,チルドレンレコード,6,6,0,0
318,チルドレンレコード,10,10.2,0,0
319,チルドレンレコード,13+,13.7,0,0
320,イカサマライフゲイム,3,3,0,0
321,イカサマライフゲイム,6,6,0,0
322,イカサマライフゲイム,9+,9.5,0,0
